A,B,CCC,eee,G,H,M,N,O,P,Q,R,S,T,U,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ
G,S,957,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,28.18,0.0,0.0,0.0,0.0,0.0,28.18,0.0,0.0,0.0,28.18
G,S,957,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,28.18,0.0,0.0,0.0,0.0,0.0,28.18,0.0,0.0,0.0,28.18
G,S,957,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,3241.3,0.0,0.0,0.0,0.0,0.0,3241.3,0.0,0.0,0.0,3241.3
G,S,957,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,3241.3,0.0,0.0,0.0,0.0,0.0,3241.3,0.0,0.0,0.0,3241.3
G,S,957,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,53.04,0.0,0.0,0.0,0.0,0.0,53.04,0.0,0.0,0.0,53.04
G,S,957,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,53.04,0.0,0.0,0.0,0.0,0.0,53.04,0.0,0.0,0.0,53.04
G,S,957,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,2777.29,0.0,0.0,0.0,0.0,0.0,2777.29,0.0,0.0,0.0,2777.29
G,S,957,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,2777.29,0.0,0.0,0.0,0.0,0.0,2777.29,0.0,0.0,0.0,2777.29
R,S,957,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,20541.69,0.0,0.0,0.0,0.0,0.0,20541.69,0.0,0.0,0.0,20541.69
R,S,957,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,325.0,0.0,0.0,0.0,0.0,0.0,325.0,0.0,0.0,0.0,325.0
R,S,957,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,20536.36,0.0,0.0,0.0,0.0,0.0,12536.36,3200.0,3200.0,3200.0,12536.36
R,S,957,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,1839.9,0.0,0.0,0.0,0.0,0.0,1839.9,0.0,0.0,0.0,1839.9
R,S,957,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,66346.88,0.0,0.0,0.0,0.0,0.0,66346.88,0.0,0.0,0.0,66346.88
R,S,957,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,28.18,0.0,0.0,0.0,0.0,0.0,28.18,0.0,0.0,0.0,28.18
R,S,957,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,3241.3,0.0,0.0,0.0,0.0,0.0,3241.3,0.0,0.0,0.0,3241.3
R,S,957,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,53.04,0.0,0.0,0.0,0.0,0.0,53.04,0.0,0.0,0.0,53.04
R,S,957,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,2777.29,0.0,0.0,0.0,0.0,0.0,2777.29,0.0,0.0,0.0,2777.29
