A,B,CCC,eee,G,H,M,N,O,P,Q,R,S,T,U,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ
G,S,121,ccc,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,239.17,0.0,0.0,0.0,0.0,0.0,239.17,0.0,0.0,0.0,239.17
G,S,121,ccc,C, , ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,239.17,0.0,0.0,0.0,0.0,0.0,239.17,0.0,0.0,0.0,239.17
M,S,121,ccc,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,2052.26,0.0,0.0,0.0,0.0,0.0,2052.26,0.0,0.0,0.0,2052.26
M,S,121,ccc,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,99.97,0.0,0.0,0.0,0.0,0.0,99.97,0.0,0.0,0.0,99.97
M,S,121,ccc,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
M,S,121,ccc,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,170.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,170.0
M,S,121,ccc,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,62.69,0.0,0.0,0.0,0.0,0.0,62.69,0.0,0.0,0.0,62.69
M,S,121,ccc,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,1302.2,0.0,0.0,0.0,0.0,0.0,1302.2,0.0,0.0,0.0,1302.2
M,S,121,ccc,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,1951.56,0.0,0.0,0.0,0.0,0.0,1951.56,0.0,0.0,0.0,1951.56
M,S,121,ccc,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,29944.98,0.0,0.0,0.0,0.0,0.0,29944.98,0.0,0.0,0.0,29944.98
M,S,121,ccc,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,239.17,0.0,0.0,0.0,0.0,0.0,239.17,0.0,0.0,0.0,239.17
